persona	stratum	task_idx	wc	wall_ms	output_tok_est	correct	output_snippet
nano	wc_5_15	1	5	4099	1	1	2
nano	wc_5_15	14	5	1618	1	1	15
nano	wc_5_15	27	5	1579	1	1	9
nano	wc_5_15	40	5	1584	1	1	22
nano	wc_5_15	53	5	1584	1	1	16
nano	wc_5_15	66	5	1576	1	1	10
nano	wc_5_15	79	5	1587	1	1	23
nano	wc_5_15	92	5	2089	1	1	17
nano	wc_5_15	105	5	2650	1	1	11
nano	wc_5_15	118	5	2116	1	1	24
nano	wc_5_15	131	5	2135	1	1	18
nano	wc_5_15	144	5	2635	1	1	12
nano	wc_5_15	157	5	2634	1	1	25
nano	wc_5_15	170	5	2123	1	1	19
nano	wc_5_15	183	5	3181	1	1	13
nano	wc_5_15	196	5	2799	1	1	26
nano	wc_5_15	209	7	2738	1	1	20
nano	wc_5_15	222	7	2894	1	1	12
nano	wc_5_15	235	7	2707	1	1	30
nano	wc_5_15	248	7	2701	1	1	54
nano	wc_5_15	261	7	3208	1	1	16
nano	wc_5_15	274	7	2696	1	1	45
nano	wc_5_15	287	7	2154	1	1	80
nano	wc_5_15	300	7	2730	1	1	121
nano	wc_5_15	313	5	2757	1	1	Vienna
nano	wc_5_15	326	6	2202	1	0	noel
nano	wc_5_15	339	11	2623	1	1	30
nano	wc_5_15	352	11	2157	1	1	25
nano	wc_5_15	365	11	2626	1	1	29
nano	wc_5_15	378	11	2700	1	1	33
nano	wc_16_30	401	19	2088	1	1	22
nano	wc_16_30	414	19	2084	1	1	35
nano	wc_16_30	427	19	2110	1	1	29
nano	wc_16_30	440	19	2098	1	1	42
nano	wc_16_30	453	19	2106	1	1	36
nano	wc_16_30	466	19	2083	1	1	30
nano	wc_16_30	479	19	2102	1	1	43
nano	wc_16_30	492	19	2083	1	1	37
nano	wc_16_30	505	19	2097	1	1	31
nano	wc_16_30	518	19	2115	1	1	44
nano	wc_16_30	531	19	2087	1	1	38
nano	wc_16_30	544	19	2099	1	1	32
nano	wc_16_30	557	19	2096	1	1	45
nano	wc_16_30	570	19	2120	1	1	39
nano	wc_16_30	583	19	2084	1	1	33
nano	wc_16_30	596	19	1606	1	1	46
